#gene_id	functional_anno
SpGA2022_050375-R0	Similar to UBP24: Ubiquitin carboxyl-terminal hydrolase 24 (Arabidopsis thaliana)
SpGA2022_050376-R0	Similar to FPGS2: Folylpolyglutamate synthase (Arabidopsis thaliana)
SpGA2022_002164-R0	Similar to UBC19: Ubiquitin-conjugating enzyme E2 19 (Arabidopsis thaliana)
SpGA2022_050377-R0	Similar to ERD15: Protein EARLY RESPONSIVE TO DEHYDRATION 15 (Arabidopsis thaliana)
SpGA2022_002166-R0	Similar to FRS6: Protein FAR1-RELATED SEQUENCE 6 (Arabidopsis thaliana)
SpGA2022_002167-R0	Protein of unknown function
SpGA2022_050378-R0	Similar to PPH: Pheophytinase%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_002169-R0	Similar to At1g07740: Pentatricopeptide repeat-containing protein At1g07740%2C mitochondrial (Arabidopsis thaliana)
SpGA2022_002170-R0	Protein of unknown function
SpGA2022_002171-R0	Similar to SFGH: S-formylglutathione hydrolase (Arabidopsis thaliana)
SpGA2022_050379-R0	Similar to FBA1: Fructose-bisphosphate aldolase 1%2C cytoplasmic (Oryza sativa subsp. japonica)
SpGA2022_002173-R0	Similar to CAB39: Calcium-binding protein 39 (Homo sapiens)
SpGA2022_050380-R0	Similar to AP5M: AP-5 complex subunit mu (Arabidopsis thaliana)
SpGA2022_002175-R0	Protein of unknown function
SpGA2022_002176-R0	Similar to FATB2: Acyl-[acyl-carrier-protein] hydrolase FATB2%2C chloroplastic (Fragment) (Cuphea viscosissima)
SpGA2022_050381-R0	Similar to LUG: Transcriptional corepressor LEUNIG (Arabidopsis thaliana)
SpGA2022_002178-R0	Similar to BASS2: Probable sodium/metabolite cotransporter BASS2%2C chloroplastic (Oryza sativa subsp. japonica)
SpGA2022_002179-R0	Similar to At2g26730: Probable inactive receptor kinase At2g26730 (Arabidopsis thaliana)
SpGA2022_002180-R0	Similar to PDR1: Pleiotropic drug resistance protein 1 (Petunia hybrida)
SpGA2022_002181-R0	Similar to At5g01750: Protein LURP-one-related 15 (Arabidopsis thaliana)
SpGA2022_002182-R0	Similar to At2g30270: Protein LURP-one-related 7 (Arabidopsis thaliana)
SpGA2022_002182-R1	Similar to At2g30270: Protein LURP-one-related 7 (Arabidopsis thaliana)
SpGA2022_050383-R0	Similar to ddl: D-alanine--D-alanine ligase (Carboxydothermus hydrogenoformans (strain ATCC BAA-161 / DSM 6008 / Z-2901))
SpGA2022_002184-R0	Protein of unknown function
SpGA2022_002185-R0	Similar to SAG20: Senescence associated gene 20 (Arabidopsis thaliana)
SpGA2022_050384-R0	Similar to U2B'': U2 small nuclear ribonucleoprotein B'' (Arabidopsis thaliana)
SpGA2022_050385-R0	Similar to PCMP-H84: Putative pentatricopeptide repeat-containing protein At3g08820 (Arabidopsis thaliana)
SpGA2022_050386-R0	Similar to FBL3: F-box/LRR-repeat protein 3 (Arabidopsis thaliana)
SpGA2022_002189-R0	Protein of unknown function
SpGA2022_002190-R0	Similar to WRKY24: WRKY transcription factor WRKY24 (Oryza sativa subsp. japonica)
SpGA2022_002191-R0	Similar to ERD15: Protein EARLY RESPONSIVE TO DEHYDRATION 15 (Glycine max)
SpGA2022_002192-R0	Protein of unknown function
SpGA2022_002193-R0	Protein of unknown function
SpGA2022_002194-R0	Similar to Os05g0344400: CASP-like protein 4B4 (Oryza sativa subsp. japonica)
SpGA2022_002195-R0	Similar to Os11g0109000: Probable protein phosphatase 2C 73 (Oryza sativa subsp. japonica)
SpGA2022_002196-R0	Protein of unknown function
SpGA2022_002197-R0	Similar to TYRAAT2: Arogenate dehydrogenase 2%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_002198-R0	Protein of unknown function
SpGA2022_050387-R0	Similar to RER6: Protein RETICULATA-RELATED 6%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_002200-R0	Similar to PATL6: Patellin-6 (Arabidopsis thaliana)
SpGA2022_002201-R0	Protein of unknown function
SpGA2022_050388-R0	Similar to SNX2A: Sorting nexin 2A (Arabidopsis thaliana)
SpGA2022_002203-R0	Similar to PRA1B4: PRA1 family protein B4 (Arabidopsis thaliana)
SpGA2022_002204-R0	Similar to DREB2A: Dehydration-responsive element-binding protein 2A (Oryza sativa subsp. japonica)
SpGA2022_002205-R0	Similar to DTX44: Protein DETOXIFICATION 44%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_002206-R0	Protein of unknown function
SpGA2022_050389-R0	Similar to TERT: Telomerase reverse transcriptase (Oryza sativa subsp. japonica)
SpGA2022_002208-R0	Protein of unknown function
SpGA2022_002209-R0	Similar to BRCA2B: Protein BREAST CANCER SUSCEPTIBILITY 2 homolog B (Arabidopsis thaliana)
SpGA2022_050390-R0	Similar to SLP1: Shewanella-like protein phosphatase 1 (Arabidopsis thaliana)
SpGA2022_050391-R0	Similar to TBL35: Protein trichome birefringence-like 35 (Arabidopsis thaliana)
SpGA2022_050392-R0	Similar to TBL34: Protein trichome birefringence-like 34 (Arabidopsis thaliana)
SpGA2022_002212-R0	Protein of unknown function
SpGA2022_002213-R0	Similar to PYL6: Abscisic acid receptor PYL6 (Arabidopsis thaliana)
SpGA2022_002214-R0	Similar to MDC12.19: Protein GET4 (Arabidopsis thaliana)
SpGA2022_002215-R0	Protein of unknown function
SpGA2022_002216-R0	Similar to Ferritin-3%2C chloroplastic (Glycine max)
SpGA2022_002217-R0	Similar to CCR1: Cinnamoyl-CoA reductase 1 (Petunia hybrida)
SpGA2022_002218-R0	Similar to At2g40280: Probable methyltransferase PMT23 (Arabidopsis thaliana)
SpGA2022_002219-R0	Protein of unknown function
SpGA2022_002220-R0	Similar to LSH6: Protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 6 (Arabidopsis thaliana)
SpGA2022_002221-R0	Protein of unknown function
SpGA2022_050393-R0	Similar to rab3gap1: Rab3 GTPase-activating protein catalytic subunit (Xenopus laevis)
SpGA2022_002223-R0	Protein of unknown function
SpGA2022_002224-R0	Similar to Peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase A (Prunus dulcis)
SpGA2022_002225-R0	Similar to VPY: Protein VAPYRIN (Medicago truncatula)
SpGA2022_002226-R0	Similar to At5g39865: Uncharacterized protein At5g39865 (Arabidopsis thaliana)
SpGA2022_002227-R0	Similar to samm50: Sorting and assembly machinery component 50 homolog (Xenopus tropicalis)
SpGA2022_002228-R0	Similar to ETO1: Ethylene-overproduction protein 1 (Arabidopsis thaliana)
SpGA2022_002228-R1	Similar to ETO1: Ethylene-overproduction protein 1 (Arabidopsis thaliana)
SpGA2022_002229-R0	Similar to At2g30100: Pentatricopeptide repeat-containing protein At2g30100%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_050395-R0	Similar to At1g14600: Putative Myb family transcription factor At1g14600 (Arabidopsis thaliana)
SpGA2022_050396-R0	Similar to UGP3: UTP--glucose-1-phosphate uridylyltransferase 3%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_002232-R0	Protein of unknown function
SpGA2022_002233-R0	Protein of unknown function
SpGA2022_050397-R0	Similar to AMT2-1: Ammonium transporter 2 member 1 (Oryza sativa subsp. japonica)
SpGA2022_002235-R0	Protein of unknown function
SpGA2022_002236-R0	Similar to BAG4: BAG family molecular chaperone regulator 4 (Arabidopsis thaliana)
SpGA2022_050398-R0	Similar to ZIP6: Zinc transporter 6%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_002238-R0	Protein of unknown function
SpGA2022_002239-R0	Similar to ATL66: RING-H2 finger protein ATL66 (Arabidopsis thaliana)
SpGA2022_002240-R0	Similar to RLP6: Receptor-like protein 6 (Arabidopsis thaliana)
SpGA2022_002241-R0	Protein of unknown function
SpGA2022_002242-R0	Similar to RLP33: Receptor-like protein 33 (Arabidopsis thaliana)
SpGA2022_002243-R0	Similar to RLP6: Receptor-like protein 6 (Arabidopsis thaliana)
SpGA2022_050399-R0	Similar to VHA-F: V-type proton ATPase subunit F (Arabidopsis thaliana)
SpGA2022_002245-R0	Similar to PDC4: Pyruvate decarboxylase 4 (Arabidopsis thaliana)
SpGA2022_002246-R0	Similar to MYB77: Transcription factor MYB77 (Arabidopsis thaliana)
SpGA2022_002247-R0	Protein of unknown function
SpGA2022_002248-R0	Protein of unknown function
SpGA2022_002249-R0	Similar to CML31: Probable calcium-binding protein CML31 (Oryza sativa subsp. japonica)
SpGA2022_002251-R0	Similar to POT1: Potassium transporter 1 (Arabidopsis thaliana)
SpGA2022_002251-R1	Similar to POT1: Potassium transporter 1 (Arabidopsis thaliana)
SpGA2022_002251-R2	Protein of unknown function
SpGA2022_050401-R0	Similar to Os11g0104900: Clathrin heavy chain 1 (Oryza sativa subsp. japonica)
SpGA2022_002254-R0	Similar to MST11: Mitogen-activated protein kinase kinae kinase MST11 (Magnaporthe oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958))
SpGA2022_050402-R0	Similar to SFC1: Mitochondrial succinate-fumarate transporter 1 (Arabidopsis thaliana)
SpGA2022_002256-R0	Similar to At2g30020: Probable protein phosphatase 2C 25 (Arabidopsis thaliana)
SpGA2022_050403-R0	Similar to CHLG: Chlorophyll synthase%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_002258-R0	Protein of unknown function
SpGA2022_050404-R0	Similar to ESK1: Xylan O-acetyltransferase 1 (Arabidopsis thaliana)
SpGA2022_050405-R0	Similar to APC1: Anaphase-promoting complex subunit 1 (Arabidopsis thaliana)
SpGA2022_050406-R0	Similar to AMPD: AMP deaminase (Arabidopsis thaliana)
SpGA2022_002264-R0	Protein of unknown function
SpGA2022_002265-R0	Protein of unknown function
SpGA2022_002266-R0	Protein of unknown function
SpGA2022_002267-R0	Protein of unknown function
SpGA2022_050407-R0	Similar to Asparagine synthetase [glutamine-hydrolyzing] (Asparagus officinalis)
SpGA2022_050408-R0	Similar to GRXS16: Bifunctional monothiol glutaredoxin-S16%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_002270-R0	Similar to ACX4: Acyl-coenzyme A oxidase 4%2C peroxisomal (Arabidopsis thaliana)
SpGA2022_050409-R0	Similar to NDA2: Internal alternative NAD(P)H-ubiquinone oxidoreductase A2%2C mitochondrial (Arabidopsis thaliana)
SpGA2022_050410-R0	Similar to Stxbp5: Syntaxin-binding protein 5 (Mus musculus)
SpGA2022_002273-R0	Similar to At3g47300: SelT-like protein (Arabidopsis thaliana)
SpGA2022_002274-R0	Similar to FAD3: Acyl-lipid omega-3 desaturase (cytochrome b5)%2C endoplasmic reticulum (Brassica napus)
SpGA2022_002275-R0	Similar to FAD7: Omega-3 fatty acid desaturase%2C chloroplastic (Sesamum indicum)
SpGA2022_050411-R0	Similar to yipf5: Protein YIPF5 (Xenopus tropicalis)
SpGA2022_002277-R0	Protein of unknown function
SpGA2022_050412-R0	Similar to JKD: Zinc finger protein JACKDAW (Arabidopsis thaliana)
SpGA2022_002279-R0	Protein of unknown function
SpGA2022_002280-R0	Similar to CCR3: Putative serine/threonine-protein kinase-like protein CCR3 (Arabidopsis thaliana)
SpGA2022_002281-R0	Similar to NFXL2: NF-X1-type zinc finger protein NFXL2 (Arabidopsis thaliana)
SpGA2022_050413-R0	Similar to PLC4: Phosphoinositide phospholipase C 4 (Arabidopsis thaliana)
SpGA2022_002284-R0	Similar to ppk15: Serine/threonine-protein kinase ppk15 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
SpGA2022_002285-R0	Protein of unknown function
SpGA2022_002286-R0	Protein of unknown function
SpGA2022_002287-R0	Similar to SMXL7: Protein SMAX1-LIKE 7 (Arabidopsis thaliana)
SpGA2022_050414-R0	Similar to CPK3: Calcium-dependent protein kinase 3 (Oryza sativa subsp. japonica)
SpGA2022_002289-R0	Similar to At5g58620: Zinc finger CCCH domain-containing protein 66 (Arabidopsis thaliana)
SpGA2022_002290-R0	Protein of unknown function
SpGA2022_050415-R0	Similar to HIP1: Probable E3 ubiquitin-protein ligase HIP1 (Oryza sativa subsp. japonica)
SpGA2022_002292-R0	Protein of unknown function
SpGA2022_002293-R0	Similar to At2g45070: Protein transport protein Sec61 subunit beta (Arabidopsis thaliana)
SpGA2022_002294-R0	Similar to tfa1: Transcription initiation factor IIE subunit alpha (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
SpGA2022_002295-R0	Similar to ncor1: Nuclear receptor corepressor 1 (Xenopus tropicalis)
SpGA2022_002295-R1	Protein of unknown function
SpGA2022_002297-R0	Protein of unknown function
SpGA2022_002298-R0	Similar to TET6: Tetraspanin-6 (Arabidopsis thaliana)
SpGA2022_050417-R0	Similar to SCPL27: Serine carboxypeptidase-like 27 (Arabidopsis thaliana)
SpGA2022_002300-R0	Protein of unknown function
SpGA2022_002301-R0	Similar to S1FA2: DNA-binding protein S1FA2 (Oryza sativa subsp. japonica)
SpGA2022_002302-R0	Similar to PER21: Peroxidase 21 (Arabidopsis thaliana)
SpGA2022_050418-R0	Similar to PCMP-H56: Pentatricopeptide repeat-containing protein At3g22690 (Arabidopsis thaliana)
SpGA2022_002304-R0	Protein of unknown function
SpGA2022_050419-R0	Similar to IMPA9: Importin subunit alpha-9 (Arabidopsis thaliana)
SpGA2022_002306-R0	Similar to LPPG: Lipid phosphate phosphatase gamma (Arabidopsis thaliana)
SpGA2022_002307-R0	Similar to TXLNB: Beta-taxilin (Gallus gallus)
SpGA2022_002308-R0	Similar to LECRK81: L-type lectin-domain containing receptor kinase VIII.1 (Arabidopsis thaliana)
SpGA2022_002308-R1	Similar to At3g52260: RNA pseudouridine synthase 5 (Arabidopsis thaliana)
SpGA2022_002309-R0	Protein of unknown function
SpGA2022_002310-R0	Similar to CNR8: Cell number regulator 8 (Zea mays)
SpGA2022_050421-R0	Similar to SIZ1: E3 SUMO-protein ligase SIZ1 (Oryza sativa subsp. japonica)
SpGA2022_050422-R0	Similar to alg7: UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase (Dictyostelium discoideum)
SpGA2022_050423-R0	Protein of unknown function
SpGA2022_002314-R0	Protein of unknown function
SpGA2022_050424-R0	Similar to RH42: DEAD-box ATP-dependent RNA helicase 42 (Arabidopsis thaliana)
SpGA2022_002316-R0	Similar to TIM10: Mitochondrial import inner membrane translocase subunit TIM10 (Arabidopsis thaliana)
SpGA2022_050425-R0	Similar to At5g60370: Exonuclease V%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_002318-R0	Similar to CPT3: Dehydrodolichyl diphosphate synthase CPT3 (Solanum lycopersicum)
SpGA2022_050426-R0	Similar to ICR3: Interactor of constitutive active ROPs 3 (Arabidopsis thaliana)
SpGA2022_002320-R0	Similar to PDP2: PWWP domain-containing protein 2 (Arabidopsis thaliana)
SpGA2022_050427-R0	Protein of unknown function
SpGA2022_050428-R0	Similar to At1g06270: Pentatricopeptide repeat-containing protein At1g06270 (Arabidopsis thaliana)
SpGA2022_050429-R0	Similar to UPL4: E3 ubiquitin-protein ligase UPL4 (Arabidopsis thaliana)
SpGA2022_002323-R0	Similar to HCF152: Pentatricopeptide repeat-containing protein At3g09650%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_002324-R0	Protein of unknown function
SpGA2022_002325-R0	Protein of unknown function
SpGA2022_050430-R0	Similar to At1g67720: Probable LRR receptor-like serine/threonine-protein kinase At1g67720 (Arabidopsis thaliana)
SpGA2022_050431-R0	Similar to APX1: L-ascorbate peroxidase 1%2C cytosolic (Oryza sativa subsp. japonica)
SpGA2022_002328-R0	Protein of unknown function
SpGA2022_002329-R0	Similar to RAD51B: DNA repair protein RAD51 homolog 2 (Arabidopsis thaliana)
SpGA2022_050432-R0	Similar to AP2-2: APETALA2-like protein 2 (Oryza sativa subsp. indica)
SpGA2022_002331-R0	Protein of unknown function
SpGA2022_002332-R0	Protein of unknown function
SpGA2022_002333-R0	Protein of unknown function
SpGA2022_002334-R0	Protein of unknown function
SpGA2022_002335-R0	Protein of unknown function
SpGA2022_002336-R0	Protein of unknown function
SpGA2022_002337-R0	Protein of unknown function
SpGA2022_050433-R0	Similar to Retrovirus-related Pol polyprotein from transposon TNT 1-94 (Nicotiana tabacum)
SpGA2022_002338-R0	Protein of unknown function
SpGA2022_050434-R0	Similar to YKR070W: Uncharacterized protein YKR070W (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
SpGA2022_002340-R0	Similar to At3g45770: Enoyl-[acyl-carrier-protein] reductase%2C mitochondrial (Arabidopsis thaliana)
SpGA2022_050435-R0	Similar to LKHA4: Leucine aminopeptidase (Oryza sativa subsp. japonica)
SpGA2022_002342-R0	Protein of unknown function
SpGA2022_050436-R0	Similar to WRKY44: WRKY transcription factor 44 (Arabidopsis thaliana)
SpGA2022_002343-R0	Protein of unknown function
SpGA2022_002345-R0	Similar to PBL7: Probable serine/threonine-protein kinase PBL7 (Arabidopsis thaliana)
SpGA2022_002346-R0	Protein of unknown function
SpGA2022_002347-R0	Protein of unknown function
SpGA2022_050437-R0	Similar to NRPC1: DNA-directed RNA polymerase III subunit 1 (Arabidopsis thaliana)
SpGA2022_002349-R0	Protein of unknown function
SpGA2022_002350-R0	Similar to PP2C38: Probable protein phosphatase 2C 38 (Arabidopsis thaliana)
SpGA2022_002351-R0	Similar to MOS11: Protein MODIFIER OF SNC1 11 (Arabidopsis thaliana)
SpGA2022_002352-R0	Protein of unknown function
SpGA2022_002352-R1	Similar to TERC: Thylakoid membrane protein TERC%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_002353-R0	Protein of unknown function
SpGA2022_002354-R0	Similar to At5g60050: BTB/POZ domain-containing protein At5g60050 (Arabidopsis thaliana)
SpGA2022_050439-R0	Similar to PHOT1A: Phototropin-1A (Oryza sativa subsp. japonica)
SpGA2022_002355-R0	Protein of unknown function
SpGA2022_002357-R0	Protein of unknown function
SpGA2022_050440-R0	Similar to KIN5A: Kinesin-like protein KIN-5A (Oryza sativa subsp. japonica)
SpGA2022_050441-R0	Similar to Nfrkb: Nuclear factor related to kappa-B-binding protein (Mus musculus)
SpGA2022_002359-R0	Protein of unknown function
SpGA2022_002361-R0	Similar to CO3: Zinc finger protein CO3 (Oryza sativa subsp. japonica)
SpGA2022_050442-R0	Similar to GAF1: Protein GAMETOPHYTE DEFECTIVE 1 (Arabidopsis thaliana)
SpGA2022_002363-R0	Similar to Glycine-rich protein A3 (Daucus carota)
SpGA2022_002363-R1	Protein of unknown function
SpGA2022_002364-R0	Similar to RS2Z32: Serine/arginine-rich splicing factor RS2Z32 (Arabidopsis thaliana)
SpGA2022_050444-R0	Similar to RS2Z32: Serine/arginine-rich splicing factor RS2Z32 (Arabidopsis thaliana)
SpGA2022_002366-R0	Similar to Histone H4 (Glycine max)
SpGA2022_050445-R0	Similar to SAC3A: SAC3 family protein A (Arabidopsis thaliana)
SpGA2022_002368-R0	Protein of unknown function
SpGA2022_002370-R0	Similar to VPS15: Serine/threonine-protein kinase VPS15 (Arabidopsis thaliana)
SpGA2022_002371-R0	Protein of unknown function
SpGA2022_050446-R0	Protein of unknown function
SpGA2022_050447-R0	Similar to ECA1: Calcium-transporting ATPase 1%2C endoplasmic reticulum-type (Arabidopsis thaliana)
SpGA2022_050448-R0	Protein of unknown function
SpGA2022_002375-R0	Similar to cfap298: Cilia- and flagella-associated protein 298 (Danio rerio)
SpGA2022_050449-R0	Protein of unknown function
SpGA2022_002377-R0	Similar to Os05g0117600: E3 UFM1-protein ligase 1 homolog (Oryza sativa subsp. japonica)
SpGA2022_050450-R0	Similar to At5g02620: Ankyrin repeat-containing protein At5g02620 (Arabidopsis thaliana)
SpGA2022_050451-R0	Similar to ITN1: Ankyrin repeat-containing protein ITN1 (Arabidopsis thaliana)
SpGA2022_002379-R0	Similar to EXO70H1: Exocyst complex component EXO70H1 (Arabidopsis thaliana)
SpGA2022_002380-R0	Protein of unknown function
SpGA2022_050452-R0	Similar to CSE: Caffeoylshikimate esterase (Arabidopsis thaliana)
SpGA2022_002382-R0	Similar to NAKR2: Protein SODIUM POTASSIUM ROOT DEFECTIVE 2 (Arabidopsis thaliana)
SpGA2022_050453-R0	Protein of unknown function
SpGA2022_050454-R0	Similar to SG1: protein SLOW GREEN 1%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_002385-R0	Similar to DHAR1: Probable glutathione S-transferase DHAR1%2C cytosolic (Oryza sativa subsp. japonica)
SpGA2022_002386-R0	Protein of unknown function
SpGA2022_050455-R0	Similar to SULTR4%3B1: Sulfate transporter 4.1%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_002388-R0	Protein of unknown function
